ExtractionId,SiteId,OreType,OreGrade,ExtractionDate,ShiftType,EquipmentId,QuantityTonnes,ExtractionMethod
EXT-009123,SIT-0008,Coal,Low,2025-10-30,Overnight,EQP-0064,21,Underground
EXT-000609,SIT-0001,Coal,High,2025-12-01,Evening,EQP-0627,821,Borehole Mining
EXT-001387,SIT-0004,Coal,High,2025-07-20,Evening,EQP-0387,241,Longwall
EXT-001333,SIT-0004,Coal,Low,2025-08-15,Overnight,EQP-0933,925,Sublevel Stoping
EXT-006742,SIT-0004,Iron,Medium,2025-09-17,Evening,EQP-0026,578,Top Slicing
EXT-008509,SIT-0008,Iron,Medium,2025-02-07,Overnight,EQP-0071,608,Auger Mining
EXT-018297,SIT-0003,Coal,Medium,2025-04-24,Overnight,EQP-0045,960,Top Slicing
EXT-010313,SIT-0003,Coal,Medium,2025-11-21,Overnight,EQP-0101,518,Sublevel Stoping
EXT-012023,SIT-0003,Manganese,Medium,2025-12-12,Daytime,EQP-0368,961,Underground
EXT-019771,SIT-0003,Coal,Medium,2025-02-22,Evening,EQP-0083,564,Borehole Mining
EXT-001377,SIT-0002,Coal,Medium,2025-05-29,Daytime,EQP-0897,450,Underground
EXT-016204,SIT-0004,Iron,Medium,2025-07-29,Evening,EQP-0853,393,Sublevel Stoping
EXT-015030,SIT-0003,Iron,Medium,2025-08-12,Evening,EQP-0596,215,Room and Pillar
EXT-014269,SIT-0001,Coal,Medium,2025-06-20,Daytime,EQP-0936,827,Open-pit
EXT-012205,SIT-0001,Coal,Low,2025-12-14,Evening,EQP-0236,839,Room and Pillar
EXT-017627,SIT-0004,Coal,Low,2025-07-26,Daytime,EQP-0305,181,Sublevel Stoping
EXT-005843,SIT-0004,Coal,Medium,2025-03-15,Overnight,EQP-0737,278,Block Caving
EXT-006811,SIT-0002,Coal,Medium,2025-04-21,Overnight,EQP-0161,352,Top Slicing
EXT-012307,SIT-0005,Coal,Medium,2025-03-17,Daytime,EQP-0322,862,Drift and Fill
EXT-019239,SIT-0002,Gold,Low,2025-02-15,Evening,EQP-0718,945,Borehole Mining
EXT-009537,SIT-0004,Nickel,Medium,2025-07-13,Daytime,EQP-0098,522,Block Caving
EXT-000292,SIT-0001,Copper,Medium,2025-05-22,Daytime,EQP-0912,480,Longwall
EXT-004537,SIT-0003,Manganese,High,2025-07-27,Evening,EQP-0299,935,Longwall
EXT-004949,SIT-0003,Coal,High,2025-08-24,Daytime,EQP-0641,558,Longwall
EXT-008893,SIT-0006,Copper,Medium,2025-05-14,Overnight,EQP-0669,987,Open-pit
EXT-010926,SIT-0003,Coal,High,2025-09-08,Daytime,EQP-0126,754,Top Slicing
EXT-011060,SIT-0003,Coal,High,2025-09-23,Daytime,EQP-0547,823,Block Caving
EXT-012033,SIT-0003,Coal,Medium,2025-03-15,Evening,EQP-0221,772,Drift and Fill
EXT-003071,SIT-0002,Coal,High,2025-09-23,Overnight,EQP-0444,699,Borehole Mining
EXT-011084,SIT-0004,Coal,Medium,2025-06-19,Evening,EQP-0770,322,Drift and Fill
EXT-001169,SIT-0009,Copper,Medium,2025-01-13,Evening,EQP-0509,832,Top Slicing
EXT-001351,SIT-0001,Coal,High,2025-04-21,Overnight,EQP-0528,487,Auger Mining
EXT-008835,SIT-0002,Coal,Medium,2025-08-02,Daytime,EQP-0625,922,Top Slicing
EXT-005370,SIT-0003,Coal,High,2025-12-16,Evening,EQP-0418,1000,Auger Mining
EXT-004897,SIT-0002,Copper,Low,2025-09-17,Daytime,EQP-0113,320,Drift and Fill
EXT-019119,SIT-0004,Gold,Medium,2025-08-25,Overnight,EQP-0006,889,Longwall
EXT-009488,SIT-0001,Gold,High,2025-05-21,Evening,EQP-0524,824,Top Slicing
EXT-011827,SIT-0006,Nickel,High,2025-01-22,Overnight,EQP-0955,453,Underground
EXT-012937,SIT-0001,Gold,High,2025-04-12,Evening,EQP-0682,71,Drift and Fill
EXT-017973,SIT-0010,Coal,Low,2025-12-26,Daytime,EQP-0962,20,Room and Pillar
EXT-004249,SIT-0003,Coal,Low,2025-07-28,Daytime,EQP-0653,837,Longwall
EXT-009615,SIT-0001,Coal,Medium,2025-04-27,Evening,EQP-0707,961,Top Slicing
EXT-003765,SIT-0001,Coal,Medium,2025-01-26,Evening,EQP-0159,318,Room and Pillar
EXT-015666,SIT-0002,Coal,Low,2025-03-24,Daytime,EQP-0760,318,Open-pit
EXT-007855,SIT-0002,Gold,Low,2025-07-23,Overnight,EQP-0725,26,Auger Mining
EXT-001582,SIT-0002,Silver,Low,2025-09-09,Evening,EQP-0703,768,Auger Mining
EXT-010089,SIT-0001,Coal,Low,2025-10-05,Overnight,EQP-0617,473,Top Slicing
EXT-005885,SIT-0003,Coal,Medium,2025-02-03,Evening,EQP-0460,630,Borehole Mining
EXT-017140,SIT-0002,Coal,Medium,2025-05-24,Overnight,EQP-0522,908,Room and Pillar
EXT-002323,SIT-0002,Copper,High,2025-04-06,Daytime,EQP-0549,895,Longwall
EXT-009918,SIT-0001,Coal,High,2025-02-06,Overnight,EQP-0086,927,Open-pit
EXT-013212,SIT-0001,Gold,Medium,2025-08-28,Daytime,EQP-0711,806,Auger Mining
EXT-010765,SIT-0003,Copper,High,2025-10-15,Daytime,EQP-0432,394,Auger Mining
EXT-009806,SIT-0002,Silver,High,2025-04-12,Overnight,EQP-0761,245,Block Caving
EXT-013590,SIT-0001,Nickel,Medium,2025-02-23,Overnight,EQP-0982,321,Top Slicing
EXT-003561,SIT-0002,Copper,Medium,2025-04-26,Evening,EQP-0801,411,Borehole Mining
EXT-003258,SIT-0003,Coal,Medium,2025-09-16,Overnight,EQP-0817,722,Auger Mining
EXT-018378,SIT-0003,Coal,Medium,2025-12-26,Evening,EQP-0418,71,Sublevel Stoping
EXT-015768,SIT-0001,Coal,Low,2025-06-24,Evening,EQP-0865,435,Borehole Mining
EXT-015533,SIT-0010,Gold,Medium,2025-09-08,Evening,EQP-0655,156,Block Caving
EXT-011046,SIT-0001,Coal,Medium,2025-05-02,Daytime,EQP-0875,708,Auger Mining
EXT-011261,SIT-0002,Coal,High,2025-04-19,Overnight,EQP-0951,882,Longwall
EXT-004074,SIT-0001,Iron,Medium,2025-03-02,Daytime,EQP-0564,289,Sublevel Stoping
EXT-015699,SIT-0003,Iron,Medium,2025-08-13,Evening,EQP-0918,556,Block Caving
EXT-003802,SIT-0002,Copper,Medium,2025-05-31,Overnight,EQP-0834,718,Top Slicing
EXT-016310,SIT-0002,Coal,Low,2025-07-30,Evening,EQP-0494,581,Underground
EXT-013977,SIT-0002,Copper,High,2025-04-26,Evening,EQP-0684,971,Longwall
EXT-001240,SIT-0002,Coal,Medium,2025-03-03,Daytime,EQP-0381,235,Drift and Fill
EXT-009893,SIT-0002,Coal,Medium,2025-06-16,Overnight,EQP-0116,461,Auger Mining
EXT-010980,SIT-0003,Coal,Medium,2025-10-25,Evening,EQP-0200,706,Block Caving
EXT-005101,SIT-0002,Coal,High,2025-01-11,Overnight,EQP-0450,76,Longwall
EXT-005458,SIT-0003,Iron,Medium,2025-03-12,Overnight,EQP-0229,768,Top Slicing
EXT-018498,SIT-0001,Nickel,High,2025-06-22,Overnight,EQP-0961,402,Auger Mining
EXT-019699,SIT-0001,Silver,Medium,2025-05-19,Overnight,EQP-0101,619,Longwall
EXT-002849,SIT-0002,Gold,Medium,2025-04-13,Overnight,EQP-0918,621,Open-pit
EXT-002158,SIT-0002,Iron,High,2025-08-01,Overnight,EQP-0905,493,Top Slicing
EXT-002775,SIT-0002,Coal,Medium,2025-03-28,Evening,EQP-0189,823,Underground
EXT-006490,SIT-0004,Coal,High,2025-08-09,Evening,EQP-0767,215,Drift and Fill
EXT-007244,SIT-0003,Coal,Medium,2025-01-11,Daytime,EQP-0011,12,Top Slicing
EXT-002004,SIT-0002,Gold,Medium,2025-04-18,Evening,EQP-0241,235,Open-pit
EXT-012610,SIT-0002,Manganese,High,2025-02-08,Overnight,EQP-0706,367,Block Caving
EXT-000258,SIT-0003,Coal,Medium,2025-05-06,Daytime,EQP-0024,238,Longwall
EXT-003214,SIT-0001,Copper,Low,2025-10-21,Daytime,EQP-0960,472,Top Slicing
EXT-012905,SIT-0003,Coal,Medium,2025-01-17,Daytime,EQP-0156,814,Auger Mining
EXT-018235,SIT-0001,Coal,High,2025-11-16,Daytime,EQP-0581,160,Top Slicing
EXT-017007,SIT-0002,Coal,Medium,2025-11-16,Daytime,EQP-0080,828,Top Slicing
EXT-009497,SIT-0003,Nickel,Medium,2025-03-02,Evening,EQP-0074,393,Drift and Fill
EXT-014698,SIT-0001,Silver,Medium,2025-12-10,Daytime,EQP-0584,50,Longwall
EXT-016012,SIT-0001,Nickel,Medium,2025-05-19,Overnight,EQP-0749,11,Borehole Mining
EXT-019166,SIT-0003,Coal,High,2025-09-01,Daytime,EQP-0194,798,Longwall
EXT-007119,SIT-0002,Gold,Medium,2025-03-05,Daytime,EQP-0358,78,Block Caving
EXT-013863,SIT-0001,Coal,High,2025-09-07,Overnight,EQP-0112,584,Open-pit
EXT-002742,SIT-0004,Coal,Medium,2025-02-26,Evening,EQP-0440,51,Auger Mining
EXT-012070,SIT-0002,Nickel,Medium,2025-02-19,Evening,EQP-0521,797,Top Slicing
EXT-007214,SIT-0002,Copper,Medium,2025-08-03,Daytime,EQP-0921,104,Open-pit
EXT-008550,SIT-0001,Coal,High,2025-03-24,Daytime,EQP-0752,300,Room and Pillar
EXT-019177,SIT-0001,Coal,Low,2025-10-09,Overnight,EQP-0546,905,Drift and Fill
EXT-005459,SIT-0001,Iron,Medium,2025-09-12,Overnight,EQP-0228,17,Auger Mining
EXT-014131,SIT-0001,Coal,Low,2025-08-25,Overnight,EQP-0151,651,Block Caving
EXT-006290,SIT-0001,Copper,High,2025-01-03,Daytime,EQP-0880,267,Top Slicing
EXT-011748,SIT-0003,Iron,High,2025-04-25,Evening,EQP-0336,975,Room and Pillar
EXT-003769,SIT-0002,Nickel,Medium,2025-10-08,Daytime,EQP-0325,161,Borehole Mining
EXT-002093,SIT-0001,Coal,Medium,2025-01-02,Daytime,EQP-0679,867,Borehole Mining
EXT-000906,SIT-0004,Iron,High,2025-01-09,Overnight,EQP-0166,193,Drift and Fill
EXT-017230,SIT-0003,Gold,Medium,2025-10-15,Overnight,EQP-0824,61,Block Caving
EXT-014799,SIT-0002,Coal,High,2025-07-02,Evening,EQP-0442,606,Auger Mining
EXT-006609,SIT-0002,Iron,Medium,2025-07-14,Evening,EQP-0674,466,Auger Mining
EXT-019736,SIT-0003,Coal,Medium,2025-11-28,Daytime,EQP-0061,601,Auger Mining
EXT-016289,SIT-0004,Coal,Medium,2025-08-22,Daytime,EQP-0698,501,Sublevel Stoping
EXT-013041,SIT-0001,Coal,Low,2025-04-24,Daytime,EQP-0834,791,Underground
EXT-019723,SIT-0005,Coal,Medium,2025-12-02,Overnight,EQP-0560,438,Room and Pillar
EXT-006791,SIT-0008,Coal,Medium,2025-10-15,Overnight,EQP-0462,466,Block Caving
EXT-001380,SIT-0003,Coal,Medium,2025-11-01,Overnight,EQP-0735,92,Block Caving
EXT-007075,SIT-0003,Manganese,Low,2025-04-29,Daytime,EQP-0351,190,Auger Mining
EXT-019875,SIT-0003,Coal,Medium,2025-11-04,Daytime,EQP-0884,987,Room and Pillar
EXT-003429,SIT-0002,Coal,Medium,2025-10-24,Evening,EQP-0298,405,Room and Pillar
EXT-006488,SIT-0004,Coal,Medium,2025-10-15,Evening,EQP-0158,538,Underground
EXT-015022,SIT-0003,Coal,Low,2025-08-14,Overnight,EQP-0649,351,Borehole Mining
EXT-012388,SIT-0006,Coal,Medium,2025-11-08,Overnight,EQP-0019,785,Borehole Mining
EXT-011851,SIT-0003,Iron,Medium,2025-04-10,Evening,EQP-0414,973,Top Slicing
EXT-017905,SIT-0002,Coal,High,2025-08-16,Daytime,EQP-0221,661,Longwall
EXT-004959,SIT-0002,Iron,Medium,2025-05-11,Evening,EQP-0026,492,Auger Mining
EXT-003433,SIT-0009,Coal,Low,2025-09-30,Overnight,EQP-0172,58,Borehole Mining
EXT-019538,SIT-0004,Gold,Medium,2025-10-07,Daytime,EQP-0435,760,Drift and Fill
EXT-015988,SIT-0004,Coal,Medium,2025-06-04,Overnight,EQP-0342,553,Top Slicing
EXT-004863,SIT-0002,Coal,High,2025-09-16,Overnight,EQP-0989,345,Open-pit
EXT-018479,SIT-0002,Gold,High,2025-06-19,Daytime,EQP-0018,966,Drift and Fill
EXT-013301,SIT-0002,Gold,Medium,2025-06-01,Overnight,EQP-0141,923,Longwall
EXT-013869,SIT-0002,Silver,High,2025-11-05,Overnight,EQP-0323,94,Sublevel Stoping
EXT-017080,SIT-0001,Coal,High,2025-07-20,Overnight,EQP-0748,265,Drift and Fill
EXT-016234,SIT-0003,Coal,Medium,2025-02-21,Overnight,EQP-0450,943,Borehole Mining
EXT-010567,SIT-0003,Coal,Low,2025-07-20,Overnight,EQP-0158,851,Top Slicing
EXT-016333,SIT-0003,Coal,Low,2025-07-31,Overnight,EQP-0989,803,Borehole Mining
EXT-016340,SIT-0004,Coal,Medium,2025-03-27,Evening,EQP-0628,92,Open-pit
EXT-006619,SIT-0002,Coal,Medium,2025-12-01,Overnight,EQP-0596,872,Open-pit
EXT-017787,SIT-0004,Iron,Medium,2025-12-17,Daytime,EQP-0144,332,Drift and Fill
EXT-019874,SIT-0004,Coal,Medium,2025-12-15,Overnight,EQP-0302,138,Drift and Fill
EXT-000319,SIT-0003,Copper,Medium,2025-09-03,Daytime,EQP-0982,690,Sublevel Stoping
EXT-011149,SIT-0002,Iron,Medium,2025-07-22,Overnight,EQP-0624,280,Borehole Mining
EXT-010429,SIT-0002,Coal,Medium,2025-08-16,Evening,EQP-0197,722,Room and Pillar
EXT-010546,SIT-0004,Iron,High,2025-03-04,Evening,EQP-0477,575,Sublevel Stoping
EXT-001163,SIT-0008,Copper,Medium,2025-06-05,Daytime,EQP-0306,252,Auger Mining
EXT-017207,SIT-0001,Coal,High,2025-01-08,Evening,EQP-0956,631,Borehole Mining
EXT-004862,SIT-0001,Gold,Medium,2025-09-29,Overnight,EQP-0232,226,Underground
EXT-008418,SIT-0001,Coal,High,2025-04-05,Evening,EQP-0118,849,Open-pit
EXT-005109,SIT-0002,Gold,Medium,2025-08-31,Evening,EQP-0463,670,Drift and Fill
EXT-012420,SIT-0003,Gold,Low,2025-11-06,Evening,EQP-0648,863,Block Caving
EXT-019103,SIT-0009,Silver,Medium,2025-05-03,Overnight,EQP-0955,566,Open-pit
EXT-009647,SIT-0004,Coal,Medium,2025-10-27,Evening,EQP-0043,978,Drift and Fill
EXT-015416,SIT-0003,Gold,Medium,2025-03-11,Overnight,EQP-0557,461,Room and Pillar
EXT-002175,SIT-0004,Coal,Medium,2025-01-23,Evening,EQP-0706,125,Drift and Fill
EXT-002774,SIT-0002,Coal,Medium,2025-04-24,Evening,EQP-0560,187,Sublevel Stoping
EXT-016926,SIT-0002,Coal,High,2025-08-17,Daytime,EQP-0482,859,Auger Mining
EXT-001292,SIT-0003,Coal,Medium,2025-11-13,Daytime,EQP-0266,680,Top Slicing
EXT-019567,SIT-0001,Gold,High,2025-09-16,Evening,EQP-0250,333,Top Slicing
EXT-007376,SIT-0001,Coal,Low,2025-07-08,Overnight,EQP-0286,202,Room and Pillar
EXT-019748,SIT-0007,Coal,High,2025-01-11,Daytime,EQP-0933,952,Sublevel Stoping
EXT-001332,SIT-0010,Coal,Medium,2025-03-20,Daytime,EQP-0033,569,Underground
EXT-009846,SIT-0004,Coal,Low,2025-06-24,Daytime,EQP-0045,736,Room and Pillar
EXT-000501,SIT-0004,Copper,Medium,2025-01-28,Overnight,EQP-0443,121,Top Slicing
EXT-014700,SIT-0004,Copper,Medium,2025-01-26,Daytime,EQP-0606,602,Auger Mining
EXT-010833,SIT-0007,Iron,Medium,2025-08-14,Overnight,EQP-0295,300,Sublevel Stoping
EXT-005266,SIT-0001,Coal,Medium,2025-01-31,Daytime,EQP-0027,700,Sublevel Stoping
EXT-004877,SIT-0004,Diamond,Medium,2025-10-11,Daytime,EQP-0122,727,Auger Mining
EXT-015098,SIT-0002,Gold,Medium,2025-10-18,Daytime,EQP-0585,196,Underground
EXT-012168,SIT-0001,Coal,High,2025-06-09,Daytime,EQP-0546,646,Longwall
EXT-016548,SIT-0004,Coal,High,2025-09-02,Evening,EQP-0432,380,Top Slicing
EXT-012525,SIT-0004,Coal,High,2025-10-15,Daytime,EQP-0854,990,Block Caving
EXT-017361,SIT-0003,Coal,Medium,2025-03-08,Overnight,EQP-0842,690,Longwall
EXT-016464,SIT-0002,Coal,Low,2025-08-06,Evening,EQP-0167,998,Block Caving
EXT-001102,SIT-0002,Gold,Medium,2025-07-09,Evening,EQP-0453,978,Drift and Fill
EXT-019872,SIT-0003,Coal,Medium,2025-12-28,Overnight,EQP-0154,401,Auger Mining
EXT-002971,SIT-0004,Iron,Medium,2025-03-19,Overnight,EQP-0162,804,Room and Pillar
EXT-016974,SIT-0002,Coal,Medium,2025-03-15,Overnight,EQP-0229,998,Borehole Mining
EXT-002503,SIT-0003,Iron,Low,2025-08-25,Evening,EQP-0473,235,Room and Pillar
EXT-013972,SIT-0002,Coal,High,2025-12-22,Evening,EQP-0274,45,Room and Pillar
EXT-006754,SIT-0004,Coal,High,2025-09-13,Evening,EQP-0527,245,Drift and Fill
EXT-009492,SIT-0001,Coal,Medium,2025-08-23,Overnight,EQP-0637,672,Room and Pillar
EXT-017545,SIT-0004,Coal,High,2025-10-17,Daytime,EQP-0915,823,Block Caving
EXT-013692,SIT-0003,Iron,Medium,2025-02-02,Daytime,EQP-0753,870,Auger Mining
EXT-015802,SIT-0002,Coal,Medium,2025-03-27,Daytime,EQP-0668,690,Underground
EXT-012733,SIT-0006,Coal,Medium,2025-03-16,Overnight,EQP-0801,934,Room and Pillar
EXT-019215,SIT-0003,Coal,High,2025-05-12,Evening,EQP-0965,558,Auger Mining
EXT-007654,SIT-0001,Coal,Medium,2025-07-22,Daytime,EQP-0139,63,Borehole Mining
EXT-000672,SIT-0002,Coal,High,2025-09-02,Daytime,EQP-0999,521,Underground
EXT-000008,SIT-0001,Coal,Medium,2025-02-22,Daytime,EQP-0602,411,Room and Pillar
EXT-005963,SIT-0004,Coal,Low,2025-02-23,Overnight,EQP-0278,896,Sublevel Stoping
EXT-009911,SIT-0003,Iron,High,2025-10-14,Evening,EQP-0991,812,Room and Pillar
EXT-016609,SIT-0010,Coal,Medium,2025-10-05,Overnight,EQP-0782,435,Borehole Mining
EXT-018687,SIT-0004,Coal,Low,2025-05-21,Evening,EQP-0535,689,Longwall
EXT-008339,SIT-0002,Iron,Medium,2025-01-23,Overnight,EQP-0038,502,Top Slicing
EXT-010902,SIT-0004,Coal,High,2025-04-29,Daytime,EQP-0381,298,Drift and Fill
EXT-002151,SIT-0002,Coal,Medium,2025-07-12,Daytime,EQP-0380,393,Top Slicing
EXT-016172,SIT-0004,Coal,Medium,2025-10-12,Daytime,EQP-0983,721,Open-pit
EXT-008586,SIT-0009,Copper,Low,2025-02-10,Overnight,EQP-0854,293,Auger Mining
EXT-009923,SIT-0001,Coal,Medium,2025-03-12,Evening,EQP-0245,406,Top Slicing
EXT-013372,SIT-0002,Coal,Medium,2025-12-23,Overnight,EQP-0348,950,Block Caving
EXT-012589,SIT-0001,Silver,Medium,2025-01-27,Daytime,EQP-0468,967,Auger Mining
EXT-012573,SIT-0003,Coal,High,2025-09-06,Daytime,EQP-0164,136,Sublevel Stoping
EXT-019963,SIT-0003,Diamond,Medium,2025-09-23,Overnight,EQP-0806,982,Longwall
EXT-005368,SIT-0003,Coal,Medium,2025-07-12,Evening,EQP-0660,352,Underground
EXT-004173,SIT-0001,Coal,Medium,2025-07-19,Overnight,EQP-0885,607,Underground
EXT-007830,SIT-0001,Silver,High,2025-09-14,Overnight,EQP-0770,26,Auger Mining
EXT-009408,SIT-0003,Copper,High,2025-10-14,Evening,EQP-0472,136,Top Slicing
EXT-010946,SIT-0004,Gold,Medium,2025-07-23,Evening,EQP-0486,42,Borehole Mining
EXT-001820,SIT-0004,Coal,High,2025-05-22,Evening,EQP-0405,829,Block Caving
EXT-001178,SIT-0003,Iron,Medium,2025-10-24,Daytime,EQP-0984,910,Underground
EXT-015773,SIT-0001,Coal,High,2025-12-04,Daytime,EQP-0052,146,Borehole Mining
EXT-013693,SIT-0001,Coal,Medium,2025-09-18,Evening,EQP-0830,301,Top Slicing
EXT-004618,SIT-0005,Iron,Low,2025-10-07,Evening,EQP-0053,511,Sublevel Stoping
EXT-016117,SIT-0003,Silver,Medium,2025-07-27,Overnight,EQP-0264,37,Open-pit
EXT-002675,SIT-0001,Coal,High,2025-01-01,Evening,EQP-0002,262,Sublevel Stoping
EXT-004961,SIT-0002,Coal,High,2025-12-19,Overnight,EQP-0216,917,Longwall
EXT-011560,SIT-0002,Copper,Low,2025-11-12,Evening,EQP-0788,298,Sublevel Stoping
EXT-013473,SIT-0001,Coal,Low,2025-12-09,Evening,EQP-0490,366,Top Slicing
EXT-001153,SIT-0002,Coal,High,2025-09-04,Daytime,EQP-0055,83,Room and Pillar
EXT-015280,SIT-0001,Iron,High,2025-08-23,Overnight,EQP-0749,642,Top Slicing
EXT-012671,SIT-0002,Coal,Medium,2025-12-27,Daytime,EQP-0584,34,Underground
EXT-015037,SIT-0003,Gold,Medium,2025-06-05,Daytime,EQP-0360,188,Block Caving
EXT-001542,SIT-0010,Iron,Medium,2025-10-09,Overnight,EQP-0991,232,Sublevel Stoping
EXT-019847,SIT-0003,Coal,Medium,2025-02-27,Evening,EQP-0465,211,Sublevel Stoping
EXT-015431,SIT-0003,Gold,High,2025-09-24,Overnight,EQP-0081,678,Longwall
EXT-019505,SIT-0003,Coal,Medium,2025-01-14,Overnight,EQP-0529,752,Auger Mining
EXT-000663,SIT-0002,Iron,Medium,2025-06-11,Daytime,EQP-0106,114,Underground
EXT-001064,SIT-0002,Coal,Medium,2025-06-26,Daytime,EQP-0441,926,Top Slicing
EXT-004349,SIT-0010,Coal,Medium,2025-09-25,Daytime,EQP-0474,276,Underground
EXT-010614,SIT-0005,Nickel,Medium,2025-08-22,Evening,EQP-0583,393,Underground
EXT-003451,SIT-0002,Copper,Medium,2025-12-05,Daytime,EQP-0080,548,Open-pit
EXT-017995,SIT-0001,Gold,Low,2025-08-19,Evening,EQP-0749,741,Sublevel Stoping
EXT-011360,SIT-0002,Iron,Medium,2025-02-27,Overnight,EQP-0584,363,Borehole Mining
EXT-006389,SIT-0003,Coal,Low,2025-12-20,Overnight,EQP-0247,114,Drift and Fill
EXT-012564,SIT-0002,Coal,Medium,2025-08-05,Daytime,EQP-0606,56,Underground
EXT-016067,SIT-0003,Coal,Medium,2025-12-24,Evening,EQP-0981,315,Borehole Mining
EXT-003638,SIT-0002,Coal,Medium,2025-04-08,Daytime,EQP-0876,630,Drift and Fill
EXT-001972,SIT-0004,Gold,Medium,2025-11-28,Overnight,EQP-0141,186,Borehole Mining
EXT-015309,SIT-0002,Coal,High,2025-10-26,Daytime,EQP-0915,131,Borehole Mining
EXT-011072,SIT-0002,Gold,Medium,2025-02-06,Daytime,EQP-0956,588,Block Caving
EXT-019655,SIT-0001,Coal,Medium,2025-12-09,Daytime,EQP-0934,196,Longwall
EXT-009712,SIT-0001,Coal,Low,2025-01-07,Daytime,EQP-0190,338,Borehole Mining
EXT-004166,SIT-0003,Coal,Low,2025-12-07,Overnight,EQP-0848,860,Underground
EXT-012703,SIT-0007,Coal,Medium,2025-07-11,Overnight,EQP-0271,957,Underground
EXT-009628,SIT-0003,Coal,Medium,2025-04-04,Overnight,EQP-0108,807,Sublevel Stoping
EXT-003984,SIT-0003,Coal,High,2025-11-29,Evening,EQP-0316,204,Drift and Fill
EXT-019632,SIT-0001,Iron,Medium,2025-02-17,Daytime,EQP-0320,216,Auger Mining
EXT-006198,SIT-0004,Copper,High,2025-06-15,Overnight,EQP-0801,836,Top Slicing
EXT-001252,SIT-0003,Gold,Low,2025-01-02,Daytime,EQP-0454,793,Longwall
EXT-012846,SIT-0002,Gold,High,2025-12-11,Evening,EQP-0287,529,Open-pit
EXT-014568,SIT-0001,Copper,Medium,2025-08-09,Overnight,EQP-0380,143,Auger Mining
EXT-012176,SIT-0003,Iron,Medium,2025-09-26,Overnight,EQP-0407,914,Block Caving
EXT-006242,SIT-0003,Manganese,Low,2025-12-10,Evening,EQP-0391,118,Auger Mining
EXT-014925,SIT-0003,Iron,High,2025-12-16,Daytime,EQP-0740,600,Borehole Mining
EXT-011684,SIT-0003,Iron,Low,2025-01-29,Evening,EQP-0353,142,Drift and Fill
EXT-002469,SIT-0004,Iron,Medium,2025-02-01,Overnight,EQP-0967,165,Borehole Mining
EXT-001463,SIT-0001,Iron,High,2025-03-13,Overnight,EQP-0776,556,Auger Mining
EXT-001311,SIT-0002,Coal,Medium,2025-02-12,Evening,EQP-0269,436,Block Caving
EXT-015931,SIT-0001,Gold,Low,2025-03-04,Overnight,EQP-0320,220,Top Slicing
EXT-008369,SIT-0003,Gold,Medium,2025-01-27,Evening,EQP-0845,243,Top Slicing
EXT-000874,SIT-0001,Coal,High,2025-01-10,Overnight,EQP-0122,26,Top Slicing
EXT-017042,SIT-0003,Coal,High,2025-05-16,Daytime,EQP-0766,989,Room and Pillar
EXT-018654,SIT-0002,Coal,Medium,2025-10-27,Overnight,EQP-0263,539,Block Caving
EXT-018737,SIT-0002,Iron,Medium,2025-05-13,Daytime,EQP-0348,805,Auger Mining
EXT-007078,SIT-0001,Coal,Medium,2025-03-12,Daytime,EQP-0138,579,Sublevel Stoping
EXT-007526,SIT-0004,Diamond,Medium,2025-10-10,Daytime,EQP-0857,410,Auger Mining
EXT-003064,SIT-0004,Coal,Medium,2025-02-04,Overnight,EQP-0415,122,Underground
EXT-019548,SIT-0008,Silver,Low,2025-07-24,Daytime,EQP-0656,225,Sublevel Stoping
EXT-017161,SIT-0003,Nickel,Medium,2025-11-04,Daytime,EQP-0010,133,Sublevel Stoping
EXT-013767,SIT-0004,Copper,Low,2025-01-11,Evening,EQP-0901,496,Room and Pillar
EXT-016617,SIT-0006,Coal,High,2025-08-21,Daytime,EQP-0527,399,Auger Mining
EXT-010005,SIT-0002,Silver,Medium,2025-04-13,Overnight,EQP-0248,729,Auger Mining
EXT-003718,SIT-0004,Coal,High,2025-01-31,Daytime,EQP-0543,276,Block Caving
EXT-004774,SIT-0003,Silver,Medium,2025-07-18,Daytime,EQP-0687,774,Longwall
EXT-013959,SIT-0001,Coal,Medium,2025-08-21,Evening,EQP-0257,898,Sublevel Stoping
EXT-018548,SIT-0002,Coal,Low,2025-01-01,Evening,EQP-0406,669,Open-pit
EXT-013830,SIT-0001,Coal,High,2025-03-01,Overnight,EQP-0617,885,Room and Pillar
EXT-002754,SIT-0004,Coal,Medium,2025-01-22,Overnight,EQP-0320,450,Top Slicing
EXT-019595,SIT-0002,Coal,High,2025-12-24,Daytime,EQP-0484,634,Block Caving
EXT-013620,SIT-0002,Silver,Medium,2025-07-20,Evening,EQP-0454,660,Open-pit
EXT-002062,SIT-0002,Coal,High,2025-02-16,Daytime,EQP-0418,277,Longwall
EXT-003251,SIT-0001,Nickel,High,2025-07-17,Overnight,EQP-0333,249,Auger Mining
EXT-013605,SIT-0005,Coal,Medium,2025-01-15,Evening,EQP-0793,908,Longwall
EXT-005117,SIT-0010,Iron,Low,2025-02-06,Evening,EQP-0649,685,Underground
EXT-001007,SIT-0001,Coal,Medium,2025-05-08,Overnight,EQP-0190,637,Longwall
EXT-014639,SIT-0001,Coal,Low,2025-02-18,Daytime,EQP-0610,998,Longwall
EXT-014126,SIT-0002,Coal,Low,2025-11-14,Overnight,EQP-0546,253,Borehole Mining
