EquipmentId,EquipmentType,EquipmentName,Manufacturer,SiteId,Status,FuelType,FirstCommissionedDate,LastMaintenanceDate,NextMaintenanceDate
EQP-0069,Water Cart,WC600,Scania,SIT-0006,Decommissioned,Diesel,2019-09-25,2019-09-25,2020-03-23
EQP-0296,Haul Truck,HT609,John Deere,SIT-0003,Active,Diesel,2017-04-21,2017-04-21,2017-10-18
EQP-0276,Crusher,CR159,Liebherr,SIT-0002,Under Maintenance,Electric,2019-04-15,2019-04-15,2019-10-12
EQP-0126,Wheel Loader,WL194,Scania,SIT-0009,Active,Hybrid,2021-06-11,2021-06-11,2021-12-08
EQP-0416,Bulldozer,BU256,Scania,SIT-0007,Under Maintenance,Hybrid,2019-06-01,2019-11-28,2020-05-26
EQP-0321,Drill Rig,DR053,kenworth,SIT-0008,Active,Hybrid,2024-02-02,2024-07-31,2025-01-27
EQP-0662,Drill Rig,DR413,Hitachi,SIT-0006,In Transit,Diesel,2023-08-05,2024-02-01,2024-07-30
EQP-0739,Crusher,CR383,Komatsu,SIT-0001,Active,Electric,2015-07-04,2015-12-31,2016-06-28
EQP-0872,Bulldozer,BU065,Liebherr,SIT-0006,Decommissioned,Electric,2020-09-10,2020-09-10,2021-03-09
EQP-0969,Grader,GR282,Hyundai,SIT-0003,Active,Electric,2023-05-12,2023-05-12,2023-11-08
EQP-0764,Forklift,FO455,John Deere,SIT-0009,Under Maintenance,Electric,2019-03-23,2019-09-19,2020-03-17
EQP-0503,Mobile Crane,MC211,Hyundai,SIT-0009,Decommissioned,Electric,2018-12-20,2018-12-20,2019-06-18
EQP-0797,Grader,GR475,Scania,SIT-0007,Active,Electric,2022-04-09,2022-10-06,2023-04-04
EQP-0531,Excavator,EX339,kenworth,SIT-0006,In Transit,Electric,2018-02-27,2018-08-26,2019-02-22
EQP-0251,Light Vehicle,LV393,John Deere,SIT-0009,Active,Diesel,2024-03-18,2024-03-18,2024-09-14
EQP-0954,Grader,GR237,Komatsu,SIT-0004,Decommissioned,Electric,2016-02-17,2016-02-17,2016-08-15
EQP-0487,Drill Rig,DR474,kenworth,SIT-0001,In Transit,Electric,2020-08-16,2020-08-16,2021-02-12
EQP-0392,Light Vehicle,LV709,Caterpillar,SIT-0003,In Transit,Hybrid,2016-07-16,2016-07-16,2017-01-12
EQP-0840,Conveyor,CO533,Caterpillar,SIT-0007,Active,Electric,2016-03-03,2016-08-30,2017-02-26
EQP-0675,Mobile Crane,MC326,Scania,SIT-0002,Decommissioned,Electric,2018-08-11,2018-08-11,2019-02-07
EQP-0082,Water Cart,WC236,Caterpillar,SIT-0006,Decommissioned,Hybrid,2023-05-28,2023-05-28,2023-11-24
EQP-0515,Wheel Loader,WL772,kenworth,SIT-0008,Under Maintenance,Hybrid,2020-04-20,2020-10-17,2021-04-15
EQP-0765,Light Vehicle,LV249,kenworth,SIT-0002,Under Maintenance,Hybrid,2018-08-06,2018-08-06,2019-02-02
EQP-0036,Prime Mover,PM765,Hitachi,SIT-0004,Decommissioned,Diesel,2016-11-23,2017-05-22,2017-11-18
EQP-0261,Excavator,EX349,Hyundai,SIT-0003,In Transit,Diesel,2022-09-25,2022-09-25,2023-03-24
EQP-0710,Drill Rig,DR732,John Deere,SIT-0003,Under Maintenance,Diesel,2020-07-02,2020-12-29,2021-06-27
EQP-0471,Haul Truck,HT764,Komatsu,SIT-0008,Active,Diesel,2022-08-04,2022-08-04,2023-01-31
EQP-0504,Haul Truck,HT986,Caterpillar,SIT-0002,In Transit,Electric,2021-04-21,2021-10-18,2022-04-16
EQP-0273,Haul Truck,HT176,John Deere,SIT-0009,Active,Hybrid,2022-01-06,2022-01-06,2022-07-05
EQP-0099,Wheel Loader,WL465,Liebherr,SIT-0004,Active,Hybrid,2021-06-23,2021-12-20,2022-06-18
EQP-0704,Haul Truck,HT480,Scania,SIT-0009,Under Maintenance,Electric,2020-05-02,2020-05-02,2020-10-29
EQP-0836,Water Cart,WC812,Atlas Copco,SIT-0006,Under Maintenance,Hybrid,2021-04-21,2021-04-21,2021-10-18
EQP-0049,Wheel Loader,WL377,Scania,SIT-0008,Active,Hybrid,2021-02-24,2021-08-23,2022-02-19
EQP-0237,Drill Rig,DR576,Caterpillar,SIT-0005,Decommissioned,Diesel,2021-09-23,2022-03-22,2022-09-18
EQP-0854,Bulldozer,BU714,Caterpillar,SIT-0002,Decommissioned,Hybrid,2021-11-22,2021-11-22,2022-05-21
EQP-0262,Dump Truck,DT051,Caterpillar,SIT-0008,Active,Hybrid,2017-09-29,2017-09-29,2018-03-28
EQP-0730,Bulldozer,BU263,Sandvik,SIT-0010,Active,Hybrid,2021-06-03,2021-11-30,2022-05-29
EQP-0553,Forklift,FO508,John Deere,SIT-0009,Decommissioned,Electric,2019-10-25,2019-10-25,2020-04-22
EQP-0220,Grader,GR830,John Deere,SIT-0003,In Transit,Hybrid,2018-09-17,2018-09-17,2019-03-16
EQP-0148,Dump Truck,DT736,Hitachi,SIT-0009,Decommissioned,Hybrid,2020-04-17,2020-10-14,2021-04-12
EQP-0435,Wheel Loader,WL152,Hyundai,SIT-0009,Under Maintenance,Electric,2018-03-29,2018-09-25,2019-03-24
EQP-0466,Excavator,EX309,Scania,SIT-0006,Under Maintenance,Hybrid,2015-09-20,2015-09-20,2016-03-18
EQP-0585,Mobile Crane,MC075,John Deere,SIT-0009,Decommissioned,Hybrid,2018-02-11,2018-02-11,2018-08-10
EQP-0785,Drill Rig,DR848,Caterpillar,SIT-0004,Active,Hybrid,2023-03-21,2023-03-21,2023-09-17
EQP-0729,Light Vehicle,LV174,Atlas Copco,SIT-0005,Active,Diesel,2021-08-22,2022-02-18,2022-08-17
EQP-0153,Light Vehicle,LV424,Liebherr,SIT-0005,Active,Electric,2015-07-24,2015-07-24,2016-01-20
EQP-0062,Water Cart,WC257,Komatsu,SIT-0007,Under Maintenance,Electric,2018-03-11,2018-03-11,2018-09-07
EQP-0371,Excavator,EX198,Sandvik,SIT-0005,In Transit,Diesel,2017-04-03,2017-04-03,2017-09-30
EQP-0518,Forklift,FO855,kenworth,SIT-0004,Under Maintenance,Hybrid,2020-10-11,2020-10-11,2021-04-09
EQP-0544,Wheel Loader,WL045,kenworth,SIT-0007,In Transit,Electric,2015-07-16,2015-07-16,2016-01-12
EQP-0500,Dump Truck,DT052,Caterpillar,SIT-0004,In Transit,Electric,2016-02-05,2016-08-03,2017-01-30
EQP-0270,Grader,GR304,Hyundai,SIT-0007,Under Maintenance,Hybrid,2015-10-10,2016-04-07,2016-10-04
EQP-0787,Conveyor,CO385,kenworth,SIT-0010,Decommissioned,Hybrid,2024-03-30,2024-03-30,2024-09-26
EQP-0980,Wheel Loader,WL146,Hyundai,SIT-0007,In Transit,Electric,2018-02-09,2018-02-09,2018-08-08
EQP-0909,Forklift,FO289,John Deere,SIT-0009,Under Maintenance,Electric,2022-01-27,2022-01-27,2022-07-26
EQP-0589,Dump Truck,DT203,Komatsu,SIT-0002,Decommissioned,Diesel,2018-08-04,2018-08-04,2019-01-31
EQP-0911,Dump Truck,DT671,Caterpillar,SIT-0004,Active,Diesel,2017-12-25,2017-12-25,2018-06-23
EQP-0607,Bulldozer,BU288,John Deere,SIT-0004,Decommissioned,Hybrid,2023-06-16,2023-06-16,2023-12-13
EQP-0895,Haul Truck,HT875,Scania,SIT-0010,Under Maintenance,Diesel,2019-12-29,2019-12-29,2020-06-26
EQP-0637,Light Vehicle,LV898,Hyundai,SIT-0006,In Transit,Electric,2023-07-15,2023-07-15,2024-01-11
EQP-0231,Forklift,FO298,Liebherr,SIT-0009,Under Maintenance,Electric,2017-12-06,2017-12-06,2018-06-04
EQP-0129,Water Cart,WC263,Scania,SIT-0005,Under Maintenance,Electric,2015-03-09,2015-03-09,2015-09-05
EQP-0990,Haul Truck,HT747,Atlas Copco,SIT-0007,Under Maintenance,Electric,2020-04-11,2020-10-08,2021-04-06
EQP-0952,Bulldozer,BU436,Sandvik,SIT-0008,In Transit,Diesel,2017-04-06,2017-10-03,2018-04-01
EQP-0783,Bulldozer,BU806,Atlas Copco,SIT-0004,In Transit,Electric,2021-11-28,2021-11-28,2022-05-27
EQP-0350,Light Vehicle,LV889,Hyundai,SIT-0009,Decommissioned,Electric,2018-08-18,2018-08-18,2019-02-14
EQP-0794,Dump Truck,DT459,Liebherr,SIT-0005,In Transit,Electric,2015-09-23,2015-09-23,2016-03-21
EQP-0138,Crusher,CR339,kenworth,SIT-0002,Active,Hybrid,2015-04-24,2015-10-21,2016-04-18
EQP-0592,Mobile Crane,MC569,Scania,SIT-0010,Decommissioned,Diesel,2019-04-25,2019-04-25,2019-10-22
EQP-0876,Forklift,FO849,Sandvik,SIT-0001,Decommissioned,Electric,2016-01-02,2016-01-02,2016-06-30
EQP-0875,Drill Rig,DR753,Sandvik,SIT-0009,Active,Diesel,2017-02-09,2017-02-09,2017-08-08
EQP-0522,Mobile Crane,MC663,Caterpillar,SIT-0005,Under Maintenance,Electric,2021-09-29,2021-09-29,2022-03-28
EQP-0560,Grader,GR600,Caterpillar,SIT-0009,Under Maintenance,Hybrid,2017-11-23,2017-11-23,2018-05-22
EQP-0400,Wheel Loader,WL880,Hyundai,SIT-0008,Under Maintenance,Diesel,2020-05-12,2020-05-12,2020-11-08
EQP-0055,Water Cart,WC206,Scania,SIT-0008,Decommissioned,Hybrid,2015-08-14,2015-08-14,2016-02-10
EQP-0035,Prime Mover,PM955,Komatsu,SIT-0001,Under Maintenance,Diesel,2023-12-26,2023-12-26,2024-06-23
EQP-0711,Forklift,FO863,Caterpillar,SIT-0004,Active,Diesel,2015-10-05,2015-10-05,2016-04-02
EQP-0360,Water Cart,WC685,Hitachi,SIT-0010,In Transit,Hybrid,2021-11-30,2021-11-30,2022-05-29
EQP-0244,Prime Mover,PM429,kenworth,SIT-0002,In Transit,Diesel,2017-06-13,2017-12-10,2018-06-08
EQP-0833,Excavator,EX037,John Deere,SIT-0007,In Transit,Diesel,2021-01-06,2021-01-06,2021-07-05
EQP-0007,Light Vehicle,LV129,Caterpillar,SIT-0005,Under Maintenance,Electric,2020-08-02,2020-08-02,2021-01-29
EQP-0577,Excavator,EX036,Komatsu,SIT-0010,Active,Electric,2020-07-22,2020-07-22,2021-01-18
EQP-0755,Drill Rig,DR329,Komatsu,SIT-0003,Decommissioned,Electric,2015-10-25,2015-10-25,2016-04-22
EQP-0509,Light Vehicle,LV771,Liebherr,SIT-0004,Under Maintenance,Hybrid,2023-04-13,2023-04-13,2023-10-10
EQP-0110,Bulldozer,BU160,Hitachi,SIT-0002,In Transit,Hybrid,2015-10-06,2016-04-03,2016-09-30
EQP-0303,Prime Mover,PM465,Caterpillar,SIT-0001,Active,Diesel,2023-12-28,2023-12-28,2024-06-25
EQP-0720,Wheel Loader,WL548,Hyundai,SIT-0005,Decommissioned,Electric,2017-06-26,2017-06-26,2017-12-23
EQP-0915,Excavator,EX761,Hyundai,SIT-0002,In Transit,Electric,2019-05-03,2019-05-03,2019-10-30
EQP-0658,Mobile Crane,MC377,John Deere,SIT-0006,In Transit,Diesel,2022-08-08,2023-02-04,2023-08-03
EQP-0355,Crusher,CR315,John Deere,SIT-0010,Decommissioned,Hybrid,2015-06-08,2015-06-08,2015-12-05
EQP-0970,Haul Truck,HT196,Hitachi,SIT-0009,Decommissioned,Hybrid,2024-01-25,2024-01-25,2024-07-23
EQP-0232,Drill Rig,DR923,Sandvik,SIT-0001,Active,Hybrid,2021-06-06,2021-12-03,2022-06-01
EQP-0393,Bulldozer,BU233,kenworth,SIT-0005,Under Maintenance,Hybrid,2023-04-22,2023-04-22,2023-10-19
EQP-0976,Mobile Crane,MC657,Komatsu,SIT-0008,Active,Diesel,2021-02-27,2021-02-27,2021-08-26
EQP-0291,Light Vehicle,LV721,Scania,SIT-0001,In Transit,Electric,2024-04-15,2024-10-12,2025-04-10
EQP-0125,Forklift,FO738,Atlas Copco,SIT-0001,Under Maintenance,Hybrid,2021-12-19,2022-06-17,2022-12-14
EQP-0508,Haul Truck,HT852,kenworth,SIT-0006,Decommissioned,Diesel,2024-03-12,2024-03-12,2024-09-08
EQP-0659,Drill Rig,DR367,Liebherr,SIT-0002,Active,Electric,2015-01-28,2015-07-27,2016-01-23
EQP-0390,Wheel Loader,WL785,Caterpillar,SIT-0010,In Transit,Electric,2024-04-17,2024-04-17,2024-10-14
EQP-0238,Drill Rig,DR021,Liebherr,SIT-0003,In Transit,Hybrid,2017-09-22,2017-09-22,2018-03-21
EQP-0550,Forklift,FO327,Komatsu,SIT-0005,Under Maintenance,Diesel,2017-06-15,2017-12-12,2018-06-10
EQP-0161,Haul Truck,HT243,Hyundai,SIT-0010,Under Maintenance,Electric,2020-11-10,2020-11-10,2021-05-09
EQP-0622,Bulldozer,BU004,John Deere,SIT-0008,Active,Diesel,2015-03-11,2015-03-11,2015-09-07
EQP-0440,Dump Truck,DT218,kenworth,SIT-0005,Active,Diesel,2016-09-30,2016-09-30,2017-03-29
